Date,Username,Tweet Content,label
2022-12-09 19:01:11+00:00,aronchick,"This person was once thought of as so smart that they had a slot on the NYT opinion page. Every time they speak, I think less of Twitter leadership, NYT, and Tesla/SpaceX/etc.

Lacking the ability to identify idiots in one area makes me suspect their ability in other areas too. https://t.co/Lm7uviMSZZ",2
2022-12-09 01:33:38+00:00,rvJuaanpa,"@MrColinBoyd @Attackturkey @Tesla You’re totally correct. I thought about it right after tweeting it. I’d rather use a local term “patudo” from Chile, which I wouldn’t know how to translate, but that I think makes sense for a person who has such a bad opinion of something they themselves use abundantly &amp; freely.",0
2022-12-08 23:02:23+00:00,R_Edward_Lee,"@TroyTeslike @scottfong8 On the Chinese Internet, Douyin, Kuaishou, Tieba, Bilibili, anywhere you can think of, as long as you mention Tesla, you will be besieged and insulted by rumors. It’s terrible. Tesla’s public opinion work on the Chinese Internet  was a huge failure",2
2022-12-08 23:01:13+00:00,R_Edward_Lee,"@WholeMarsBlog On the Chinese Internet, Douyin, Kuaishou, Tieba, Bilibili, anywhere you can think of, as long as you mention Tesla, you will be besieged and insulted by rumors. It’s terrible. Tesla’s public opinion work on the Chinese Internet  was a huge failure",2
2022-12-08 22:59:03+00:00,R_Edward_Lee,"@elonmusk @iliketeslas On the Chinese Internet, Douyin, Kuaishou, Tieba, Bilibili, anywhere you can think of, as long as you mention Tesla, you will be besieged and insulted by rumors. It’s terrible. Tesla’s public opinion work on the Chinese Internet  was a huge failure",2
2022-12-08 22:34:55+00:00,Jaihawkins,"@HarryChemay @opinion Tesla has been profitable for 2 years in a market with little competition, does anyone think that Tesla can compete with Toyota once they put even a modicum of effort into the EV market?",1
2022-12-08 21:46:30+00:00,TransientTek,@BeardTrends @Attackturkey @patposo22 @rvJuaanpa @Tesla I don’t think any of them have an original thought or opinion. They just repeat what they’re told to repeat and adopt what they’re told to believe. The ultimate in blind obedience. Trash talk is their only defense.,2
2022-12-08 21:16:54+00:00,jackhopman,@farzyness I think Tesla and Tesla employees knows very well what can be improved and that @elonmusk has a good long term vision to set the right priorities. Most opinions are like short term emotional trading comments.,0
2022-12-08 20:50:05+00:00,dangerbirdx,"@dcherring @ProblemChildPod I think if you come out under your own name with an unfavorable opinion with an opinion in good faith that’s not trolling.  For example, he’s not my kinda a guy.  But he’s exactly what space x and early Tesla needed.  My last name is Mahoney.",0
2022-12-08 18:57:06+00:00,SeekWithinNow,@business @liamdenning @opinion I think that there are a lot of synergies that could be realized if Twitter and Tesla worked together.,0
2022-12-08 18:41:41+00:00,jhall,"@EmmetPeppers @GerberKawasaki @elonmusk @Tesla @hiromichimizuno @kimbal @RonBaronAnalyst Not that that is in itself a definitive answer of his opinion on the topic, as we know he had said a buyback in 2023 was ""likely"" but ""up to the board"" to decide on previously. I would think his opinion would be fluid depending on how Q4 ends and how 1st half of next year looks.",1
2022-12-08 17:42:43+00:00,Red3llven,@RonBaronAnalyst  I Value your opinion on Tesla and its PR and advertising stance. I think Tesla should proactively advertise its brand and products and defend itself against the constant barrage of media FUD or would that be a waste of money? What do you think?,1
2022-12-08 15:06:00+00:00,pinkocat1,@jhall @FonsDK @KoguanLeo @elonmusk @MartinViecha @garyblack00 @EmmetPeppers @jasondebolt @WholeMarsBlog @TeslaPodcast @TSLAFanMtl @MatchasmMatt @SawyerMerritt I don’t have a strong opinion on who should be on the board. But I like the idea of retail representation. I personally like buybacks because I think tesla’s at the point where they can’t efficiently spend their money. I also like the push to name a COO. I don’t care about PR.,1
2022-12-08 11:50:44+00:00,NeilBoltonRSPL,"@fly4dat Sadly, Brad uses the $TSLAQ block list, thus preventing most Tesla people from ever hearing what he says. 🧐 One would think one would want one’s opinion heard . . .",2
2022-12-08 09:53:08+00:00,RafaelA46932951,"@Sean_khatibi @tslarian I am more concerned about 2023. Do you think it's realistic Tesla will continue to grow 40 - 50% YoY without a 30K model, despite a global recession in the next 1 - 2 years? Would love to hear your opinion.",2
2022-12-08 09:50:56+00:00,RafaelA46932951,"@atchison_chip Do you think it's realistic Tesla will continue to grow 40 - 50% YoY without a 30K model, despite a global recession in the next 1 - 2 years? Would love to hear your opinion.",2
2022-12-08 09:49:10+00:00,RafaelA46932951,"@guitarboyled @WholeMarsBlog I am more concerned about next year. Do you think it's realistic Tesla will continue to grow 40 - 50% YoY without a 30K model, despite a global recession in the next 1 - 2 years? Would love to hear your opinion.",2
2022-12-08 09:45:31+00:00,RafaelA46932951,"@oracletim1 @Openskies13 Tim, do you think it's realistic Tesla will continue to grow 40 - 50% YoY without a 30K model, despite a global recession in the next 1 - 2 years? Would love to hear your opinion.",2
2022-12-08 04:05:09+00:00,TheButtonFSD,"@bradsferguson @jamesdouma @MatchasmMatt @KoguanLeo @elonmusk @garyblack00 If they are losing money on each car things could go sideways fast - I think very unlikely, but tesla too import in my opinion.",2
2022-12-08 01:56:02+00:00,TeslaSynopsis,"What's your opinion of a small Tesla PR team, 10 people? I think it worth a million dollar a year.",1
2022-12-07 22:50:32+00:00,MikeM_UK_,"@twits2022 @thunderf00t I value his opinions but he seems so invested in the Elon bad level that physics element escapes. Low mass electric motors, Regen braking and the trimotor axle setup carry the traditional Tesla think dijfferent approach.",0
2022-12-07 20:00:57+00:00,Arcticbreeze181,"@TaraBull808 I think Elon was contacted by some highly powerful entities, which could end crucial arrangements associated with SpaceX and Tesla. In my humblest opinion, he should stay out of politics. It's a vicious world.🙄",0
2022-12-07 17:21:19+00:00,pappybest,"@thedailybeast @CatLoverCares I really think the Tesla and other electric cars are not the way of the future.  In my opinion, hydrogen vehicles are superior in most every way.  Faster fueling (5 minutes) further distances, etc.  Research it!!",2
2022-12-07 13:57:39+00:00,ExcusedEarly,"@iamraisini @jack @elonmusk @thejimbaker @mtaibbi @bariweiss ""Elon Musk is a pathological liar, a charlatan and a Super Villain. I have nothing against him...""
This is enough to dismiss your opinion totally, but you also say you still invest in Tesla when you think the CEO is this utterly evil guy.
C'mon  lol",2
2022-12-07 13:56:00+00:00,sweetlikeJT,"Only to discover the emperors literally have no clothes, or if they did have sold them for the idolatry of a million loser wannabe Shark Tank contestants that wouldn’t be fit to lick the bird shit off a Tesla but think they have a valid opinion about managing a team or company…",2
2022-12-07 13:26:20+00:00,CorblynD,"@PaulLavigne17 It's a good point. I do think the chip problem will sort itself out in the next cpl of yrs and then other things become the next thing. And i think the next thing when cpled with the global downturn, is where tesla will really pull away. Just one guy's opinion. 😏",0
2022-12-07 13:22:52+00:00,seldon_raven,"@EvasTeslaSPlaid @MartinViecha @woodhaus2 @hiromichimizuno @elonmusk @KoguanLeo @garyblack00 I respectfully disagree with this movement in the community. I have trusted Tesla's leadership so far, that has not changed. I would not supposed to think I know better. I do appreciate the opinion of those that have acumen and experience in this field.",2
2022-12-07 11:13:31+00:00,gauravsabnis,"There is just SOOOO MUCH bullshit here in my professional opinion, from Tesla valuation pumped up solely through social media to this dumpster fire unfolding at Twitter, that I have to think about this for hours a day. And teach about it in class.

My job y'all. 🤷🏽",2
2022-12-07 01:17:29+00:00,littlebluena,"@AbraoDm @theBocker70 Think about it. You're trying to use a hypothetical edge case with a 10mph headwind where the Tesla is driving at least 20mph faster than a diesel, only uphill, with a poorly-fitted trailer, to justify your opinion.

That's not ""more realistic"". That's intentionally hobbling",2
2022-12-06 22:24:03+00:00,Erheniusmaximus,@EvasTeslaSPlaid @elonmusk i think if tesla would have a PR department it wouldn't be like the PR departments people seem to be afraid off. Personnaly I think it would be more like a form for tesla owners with mods and admins to get the publics opinions then out of that you build  your pr plans.,0
2022-12-06 13:25:20+00:00,MattsReviews99,"Watched 2006's #ThePrestige with @RealHughJackman, #ChristianBale &amp; #ScarlettJohansson: Good suspense, nice twists + surprises! The inclusion of Tesla was weird in my opinion and maybe we don't have to think too much about all details of the story, but decent movie in general!",1
2022-12-06 12:05:33+00:00,leandro_landis,@govern72 @MattWallace888 @LayahHeilpern @elonmusk The wierd thing is I would still want one everyone having one kinda makes me fe like I’m missing out I don’t think Tesla’s will be ugly ever it’s all opinion some people will find it hideous a lot of people find it looking amazing which is why you see them everywhere,1
2022-12-06 12:03:25+00:00,noosestroke,"@ceo_plus_ch I think it is all together, personal opinion: ""producers"" most impacted by Tesla sales will do anything to slow Tesla down.",2
2022-12-06 11:43:58+00:00,StefanoCavazza5,"@TroyTeslike @SawyerMerritt @The_AI_Investor @FonsDK @cyfoxcat Tesla would have said its not correct and advised the actual %.
By saying false they have to imply no reduction. 
I have a question Troy. 
Based on which data you think they don't have enough orders?
I care about your opinion this is an important matter
Thanks",2
2022-12-06 00:42:17+00:00,ThewizardofAus3,"@Frank33470271 @ACTBrigitte He was a first round investor and without him, there would be no Tesla. 

Why is it you food stamp level critics think your opinion matters?",0
2022-12-05 21:56:48+00:00,dyeh66,"@muskQu0tes @elonmusk I don’t think that is appropriate that you own this social media company and posted political opinion to influence people, especially you are also the owner of Tesla and other tech company as well. That’s just not right.",2
2022-12-05 20:26:27+00:00,EzerRatchaga,"@TroyTeslike @Rigveda_s @NehasThumar @TroyTeslike, in your opinion,why would Tesla not continue to drop prices to meet demand rather than cut production? Do you think they may not have much margin left in China?

Or, since this is leaked &amp; they denied it,they could simply cut prices instead.

Am I missing something?",2
2022-12-05 11:39:08+00:00,AxelGarciaVelaz,"@Teslarati @Writer_01001101 It’s overall, I have a Tesla and also a Porsche and Both vehicles had experience road rage,  people is frustrated at this point in my opinion and could be some depression in the low class. I think the best way to go is just ignore it and be kind with all the people.",0
2022-12-05 11:37:50+00:00,tomatorose13,"In your opinion, do you think Tesla stock dropping is due to the CEO being distracted by a recent purchase of a new company? https://t.co/NSqEjgoPEM",1
2022-12-05 09:21:07+00:00,felloyoung,@TroyTeslike Just curious what you think tesla stock price should be trading at? Respect your opinions @TroyTeslike,2
2022-12-05 07:37:17+00:00,snapchatrabbit,"@ancientseamen @elonmusk @WholeMarsBlog I think power stations can be interchangeable for off an on. This will create more income for tesla while still helping out the power grid infrastructure on overflow power. in the future, charging stations will be rare in my logical opinion.",0
2022-12-04 20:16:17+00:00,rcris59,"@Paultx890 I think (my own opinion) he originally tried to buy Twitter bc Tesla and SpX were already in trouble. He tried to back out when he realized Twitter would be another drag, but was forced to make good on the deal.

Gonna be a rough 2023 for @elonmusk.",1
2022-12-04 17:52:24+00:00,carsonight,"@ben_mokurai @wNGiMAGEdESIGN @fly4dat If you think Tesla hasn't shared the relevant data with customers, have fun with that one. You are also entitled to your opinions of what Musk should be ""screaming"".",2
2022-12-04 16:24:45+00:00,Johnw26257391,"@jarrodf_ @CMAJR60 @elonmusk @POTUS Ok Jarrod ;) lol Tesla is still innovating and are by far the best bang for the buck in the market. I don't think Musk is so bad that it should affect a major car purchase decision, where you have to pay more to get less, but of course that's just my opinion",2
2022-12-04 02:38:53+00:00,DavidMc98073438,@elonmusk These are your priorities?  Really?   What do your investors think?   Should Snowden be pardoned…..or do they have an opinion?   I suspect they’re more interested in the $44 billion that you have squandered…..not to mention the Tesla investors.,2
2022-12-03 23:47:06+00:00,VinhLeRealty,"@jimbo_leon @theRealKiyosaki It’s all good, it’s a pleasure chatting with you.  It’s ok to have a difference in opinion.  You maybe correct now, but I think Tesla will come out #1 Auto in years to come.  😂 ☺️",2
2022-12-03 19:35:12+00:00,mliebow,"@stewdean @TESLA_winston @POTUS Elon being Elon is a key reason behind Tesla’s success. You take the good with the not so good. Overall, a net positive on humanity and the brand. 

Most of what you think is entirely subjective with little fact. You’re free to have opinions. 

Best of luck in life.",2
2022-12-03 18:53:58+00:00,MaDeR_Levap,"@RollingStone The more I read gems like this one, the more I think SpaceX and Tesla were successful despite, not thanks to Musk.
My opinion of him took large nosedive in recent months.",2
2022-12-03 17:05:15+00:00,jrsyjmy,@ilyabu @Tesla My family has a Tesla X that has needed service. The amount of units in for service is staggering.  I think the focus on shipping new cars has outweighed the need to service those cars that have shipped.  Just my personal opinion from hearing others and seeing the service center.,1
2022-12-03 11:33:00+00:00,Estrell58547272,"@elonmusk Hi Elon Musk and friends. I am just a Tesla Model 3 owner. I started with Twitter when you bought it to follow you. I went to Cape Canaveral to see SpaceX launch 🚀 on August 19th. You are right, I follow your feeds, I don’t think my opinion is so important, though. I love you ❤️",0
2022-12-03 03:14:36+00:00,Purpledrink20,"@JerasIkehorn Slightly.  Was never really a fan.  No plans to buy a Tesla (ever).  Now that he's done this, opinion is even less, but didn't think about him much before.  I see this as an attention grab/trying to stir up drama",2
2022-12-03 00:42:37+00:00,IndigoLane1,"@AVindman @elonmusk @Twitter @Tesla How the fu€k is he promoting hate? I think you’re the one promoting hate. Just like every other leftist in this country, it’s your way or the highway. Anybody that has a difference of a political opinion is silenced on social media. Twitter is now free speech for all. Deal w it!",2
2022-12-02 20:14:48+00:00,obnoxiousCAD,"@Avatrode Keep living a lie as the world moves on. In my opinion, the clown is yourself. You think “Pepsi” who just got their first Tesla semi trucks are not testing everything that has been advertised? 🤦",2
2022-12-02 17:33:39+00:00,andrey_kurenkov,"@jim_linz @DoYouDig2 My criticism of Musk does not extent to Tesla - I did not apply to Tesla (though I did go to Tesla AI day 2, and think tweeted about it positively).

wrt it being in beta, sure, but the state of perception is still pretty lacking given where AI is today. Still, just my opinion.",1
2022-12-02 16:43:13+00:00,jmplsnt76,"@AVindman @elonmusk @Twitter @Tesla I think you mean allowing some views that don’t support your own opinion. You’re likely a supremely intelligent person but there are some of us out here who prefer the Better, Stronger Way.",2
2022-12-02 14:04:39+00:00,RafaelA46932951,@Openskies13 I can see you are very interested in macroeconomics. What do you think will happen next year? Globally and especially with Tesla? Are we screwed? Would love to hear your opinion...,1
2022-12-02 12:48:46+00:00,marekjustus,@garyblack00 The 30k$ car is the Model 3 in my opinion. Tesla will be easily able to drive its cost down to those levels in the “near” future. I don’t think we will see any other car from Tesla in the next 5 years (at minimum).,0
2022-12-02 11:28:12+00:00,LenJohn43037193,"@garyblack00 I trust the opinion of Elon and the Tesla team over your humble opinion.  After all, they have profits  over a billion per month.  So many people think they know better than Elon and team.",0
2022-12-02 07:31:01+00:00,Sploric,"@MattWallace888 personally, i love tesla, spacex, starlink, nueralink, and mostly everything he has made technology wise, i think it goes a long way towards our future as humans, and i think he has some opinions that i don’t agree with, but some i do. So, it depends",1
2022-12-02 01:11:55+00:00,AhrensBrad,"@MattWallace888 I do.  I think the push of Tesla is wrong but open free opinion or speech must be protected.  Whether it’s a newspaper, tv, or   Online",0
2022-12-01 18:25:10+00:00,James95113983,"@OmniCurious @Jenova944 @gettangod @greentheonly @gfbrnby @stevenshapiro @g1000xyz I have apologized and now it is your turn to offer your opinion, do you think L5 is achievable by Tesla FSD for YEAR 2023? Assume the FSD team was correct not for YEAR 2021, but not clear what was their opinion for YEAR 2022. Help us please.",1
2022-12-01 18:19:36+00:00,MargaretAUGrad,"@Alyssa_Milano @elonmusk You think because you were on a third rate show in the early 2000s your opinion about anything matters! Why do you think that? And sold your Tesla and bought a VW from a company that built cars for Hitler and the Nazis, proving you have no idea about how anything works!",2
2022-12-01 15:31:48+00:00,Sgt_Evan,"@elonmusk 
Opinions on @SenWarren ?

I don’t understand someone who believes in climate change and wants to fix it but doesn’t like the CEO of @Tesla 
Also being a U.S Senator you would think she would believe in free speech but apparently not.",1
2022-12-01 05:12:52+00:00,JimC71367642,"@smc429 Most of the people affected by guns live in Democrat run cities. In my opinion, I don't think a lot of them can afford a Tesla.",2
2022-12-01 00:32:08+00:00,metaMonster_1,@HistoryInPics @elonmusk Tesla ecosystem (in my opinion) is going to be the biggest ecosystem in Earth in 30 years. It’s exciting to think of the endless potential this company has.,0
2022-11-30 22:33:01+00:00,medicgordus,"@JonLawr45183174 @Donavan82120112 @DirtyTesLa @Tesla @Cruise I think most people think that the autonomous driving future has only one path, but that's provably not true.

Tesla's route, I would argue is neither better nor worse than Cruise. In my opinion it isn't measurably behind, as it is not comparable.",1
2022-11-30 12:08:43+00:00,Cory_S_Miller81,@StephenKing @redban Cool how we can have differing opinions on here now. Tesla would never work for me and I think Twitter is so much better now that he’s winging it and not controlled by some oligarchy.,2
2022-11-30 11:12:29+00:00,firtreemanor,"@Alyssa_Milano @elonmusk And you telling someone else how to spend their money means what exactly?
I don't think you should have traded your Tesla for a vehicle that promotes Nazism... do you value my opinion?  Should have donated that money to UNICEF",2
2022-11-30 09:24:46+00:00,GasGreenhouse,@ton_aarts Just one Question. TUV Rheinland seems to have quite a clear opinion on Tesla Autopilot. They will have told RDW what they think of it don't you think? Then why on earth is this poorly designed and functionning system still allowed on EU roads?,1
2022-11-30 07:34:40+00:00,rmfwb,"It might sound ridiculous, but I hope this is the color of Tesla
If you think about it like this, it looks really cool🥹❣️
(That's my personal opinion)",0
2022-11-30 06:49:08+00:00,DarkKnight469,@growing_daniel I think the Mustang is ugly. I realized I’d buy a Tesla long before Elon made the purchase. Before I had an opinion of him. Now I’d buy the Cyber Truck if I could afford it. Which I initially thought was ugly.,2
2022-11-30 03:35:38+00:00,ChasFord7,"@JohnnyWiersma @Cernovich I don't believe a nobel peace prize was ever earned because a Jewish person didn't put in the work. But it's not like they werent Croatian because they lacked the ability. People like Tesla have existed. So, I think your opinion that success is hereditary is incomplete.",1
2022-11-30 01:19:29+00:00,fakedmath,"@jakecoke6 @myuniqueuserid1 @yuzer_name @noelinmich @HaderBryan @BMeiselas @elonmusk my point is, I don’t think Musk is a hero for any political party or movement.  He’s not committed really to any ideology, except that which helps him.  I have mixed opinion of him.  We own a Tesla, so I’m not against his companies’ products.",2
2022-11-29 23:19:05+00:00,GretelG13924580,"@vincent13031925 Vincent, and what do you think of holding Tesla stock through this? I would appreciate your opinion. Are you selling?",1
2022-11-29 22:56:48+00:00,BradTheCaptain,@defnotES2 ES you think Tesla still likely gets to it’s 200 around ~$162 or was this recent low of $166 potentially the bottom in your opinion?,1
2022-11-29 22:30:14+00:00,davidwrucke,"@elonmusk You will never convince those who now think you are ""evil"" that you are not. 5 years ago they all loved you and were buying Tesla's but that's before you said Conservatives had a right to their opinions too.",2
2022-11-29 17:34:12+00:00,BhavikChinai,"@gala_smeet Some historic actions of using public opinion which make me think otherwise:
- Build a 'last chance' narrative for the 4th SpaceX satellite launch while there was cash for more 

- Attempt use of consumer sentiment to push Indian duty consessions for Tesla

And several others",2
2022-11-29 13:48:56+00:00,KyleParkkila,"@GorillaActivist @takemeaway771 @ThisIsKyleR @elonmusk Yet here you are still on Twitter ( which Elon owns) ...spewing out diarrhea nonsense opinions that no one but you think are important and relevant. Drive whatever you like,this is America the beautiful. If its not a Tesla you can Take Alyssa Milano for a picnic.",2
2022-11-29 05:24:30+00:00,Ron27159222,@techdroiders @elonmusk @techdroider No. I think Elon would have some great ideas. Just don’t believe Tesla can excute in this area. Really like my Tesla. But software is going backwards in my opinion. Each update has been a tiny step backwards in some regards. Feels like Elon is not involved. But I could be wrong,2
2022-11-29 02:47:09+00:00,muddletoes,I have what I think is a genuinely unpopular opinion. I think the Tesla joke expressed a fantasy of violent intent and was uncool and possibly a ToS violation.,2
2022-11-28 20:29:34+00:00,RoseChad6,"@JohnnaCrider1 I think Musk’s intentions are intended to benefit humanity.  However, like everyone he makes mistakes.  One of the biggest, in my opinion, was to take Tesla manufacturing to China.  Look what the Chinese did to him.  He doesn’t bitch about it. I guess he thinks it helped Chinese",2
2022-11-28 19:28:51+00:00,jonlivinjon,"@elonmusk @SamTwits What do you guys think about Nikola Tesla? He was also an engineer and inventor. He had panache, and contributed greatly to our society. Tell me your opinions…",1
2022-11-28 19:09:08+00:00,omarpinkrebel,"@DBurkland @Captn_Hype @gwestr @BLKMDL3 @MartinViecha @Tesla A troll because he said the truth (opinion) 🤦🏻‍♂️ so if you think a car that is not a tesla is better the amount of money you pay for then you a troll ?? 

yeah you a 🤡",2
2022-11-28 17:16:44+00:00,fritz_rauer,"@oracletim1 @elonmusk yes, but there is a difference btw. some rando on Twitter spouting his opinion and the owner of Twitter with millions of followers (not to mention all us Tesla investors) throwing his massive influence on the scales. I think Elon is humble enough to think his opinion is just like",0
2022-11-28 15:48:39+00:00,AhoyChunk,"@LazarusHarshaw That’s pretty much your opinion/analysis.  Don’t make it the opinion of all Tesla owners.  
1- i dislike Trump.
2- i’m Canadian.

Even though we might agree on point 1, i still think your view is extremely polarized.",2
2022-11-28 10:19:00+00:00,dcideGer,"@elonmusk Musk. Future Republican supporter, gun enthusiast and NRA supporter, stoner. Not long time ago I had so much respect for all he archieved, especially with Tesla. But today I'm disappointed and I think Musk is a bit mad. It's just MY opinion..",2
2022-11-28 09:41:53+00:00,0xrafal,"I think the way #Tesla does #FSD testing is safer vs having a professional drivers, contrary to opinions of industry „experts”.

- FSD testers bear full responsibility for any crash. It’s their car, so they have to be ultra-vigilant at all times.

1/2",1
2022-11-28 07:28:15+00:00,TeslaTechnics,"@dan_equmcr Yes, still very optimistic about Tesla and SpaceX. Hope they have enough inertia to coast through Elon’s volatility. Also hope my opinion of him doesn’t drop any further. I still think he’s a good guy, just lost his way this year…",0
2022-11-28 01:10:40+00:00,YerMum4321,@deathcabforcudi @punishedmother @WR4NYGov @elonmusk @KennyGesserit Accident data shows that Tesla vehicles have a lower rate of accidents. There are lots of Teslas where I live (CA) and most people think they are good cars. You're just projecting your opinions on to others,0
2022-11-28 00:43:54+00:00,Michael62624239,@Alyssa_Milano This what I mean you celebs think your opinion is more important than mine who gives a shit if you gave back your tesla.look at your life and the shady things you did in the past instead of worrying about what the owner of tweeter is doing.  I agree 100 percent on what he's doing,0
2022-11-28 00:10:24+00:00,FadiRazook3,@elonmusk @SamTwits I don’t think Tesla would be where it is now if Mr. Musk  did not take it on and actually push it forward. It was just a project and that was it in my opinion. Bless him he is a pure genius and is very important to our Galaxy.,0
2022-11-27 23:42:08+00:00,DanGuillaume12,@GusBennett8 @DonniSlater @EndWokeness You actually think him voicing his opinion about population negates his positive effects? We will see what happens on 11/30 when NeuraLink does their update. And Tesla Semi Release on 12/1,2
2022-11-27 22:26:20+00:00,jefferymills,@JamieMcullough @Velichapu @StanphylCap @StephenKing Most of the things you've shared are opinions which I respect and won't dismiss out of hand but there are plenty in the field of AI who see Tesla's strategy as correct and inevitable. I don't think other solutions are scalable at least not in any reasonable time frame.,1
2022-11-27 20:29:23+00:00,SpaceValveGuy,"@willette_don @PomerleauCedric @Teslarati @ResidentSponge You never know. As someone who likes Tesla and has a generally neutral to positive opinion of Musk, I hope he doesn’t do it. I think it will be a major distraction and money pit.",2
2022-11-27 19:49:26+00:00,RealTammyByler,"@RepWeinstein @elonmusk Your comment makes zero sense. You don’t need to unite those who think the same as you. You unite those who have difference of opinion. Maybe you should unite with @Alyssa_Milano l, “give back” your Tesla and buy a VW.",2
2022-11-27 16:19:27+00:00,vincethepins,"@JohnnaCrider1 &gt;making money explicitly writing positive articles for tesla
&gt;assume people will think your opinion is unbiased

no",2
2022-11-27 15:43:54+00:00,IgrejaAnn,@rennaemcintosh @JDRucker @Alyssa_Milano I think ur Missing the point that she is supporting a company that was made by Nazis who litteraly executed a race of ppl because of there hate for them and got rid of a Tesla because she thinks he aligns with hate in her opinion Hitler was in fact a racist,2
2022-11-27 14:40:47+00:00,PaulMartucci2,@patfkauffman Why do people think their opinion matters. The sheep will buy the phone and tweet from their Tesla. As much as they hate @elonmusk  they sure love to fill his pockets. The hypocrisy is wild.,2
2022-11-27 14:23:57+00:00,Patrickinsul8er,"@elonmusk How much those batteries cost to replace! Tesla is well over 20k to replace and weighs no where close to 81,000lbs! No point in making Ev’s if nobody can afford or afford to repair them. Just one man’s opinion and something to think about!",2
2022-11-27 14:23:15+00:00,Light_Love_Mojo,"@StephenKing Forget Elon Musk, he's a first-class twit! The REAL visionary is the man for whom the company is named -- Nicola Tesla -- who, in my opinion, has never gotten the credit he deserves, and who I think is one of the most interesting persons who's ever lived.",2
